region,centerCode,centerType,organizationType,accountName,address1,address2,city,state,zipCode,phone,fax,website,votingRights,membershipStatus,vaAffiliated,mainPrograms,livingPrograms,pediatricPrograms,pediatricOnly
2,PACH,TX1,Transplant Hospital,UPMC Children's Hospital of Pittsburgh,4401 Penn Avenue,,Pittsburgh,PA,15224,412-692-5325,,http://www.chp.edu,Y,Approved,N,"HL, HR, IN, KI, LI, LU, PA",LI,"HR, KI, LI, LU, PA",Y
2,PACP,IT1,Hospital Based Lab,Children's Hosp. of Philadelphia Immunogenetics Lab,34th & Civic Center Boulevard,,Philadelphia,PA,19104,215-590-1000,215-590-6361,,N,Approved,N,,,,Y
2,PACP,TX1,Transplant Hospital,Children's Hospital of Philadelphia,3401 Civic Center Boulevard,,Philadelphia,PA,19104,215-590-1000,,http://www.chop.edu,Y,Approved,N,"HL, HR, KI, LI, LU, UE",,"HR, KI, LI, LU",Y
2,PADV,OP1,Independent OPO,Gift of Life Donor Program,401 North 3rd Street,,Philadelphia,PA,19123,215-557-8090,215-557-9359,http://www.donors1.org,Y,Approved,N,,,,N
2,PAGM,TX1,Transplant Hospital,Geisinger Medical Center,100 North Academy Avenue,,Danville,PA,17822,570-271-6211,,http://www.geisinger.org,Y,Approved,N,"KI, LI",KI,,N
2,PAHE,IT1,Hospital Based Lab,Histocompatibility and Clinical Immunology Lab at Hershey Medical Center,500 University Drive,,Hershey,PA,17033,717-531-6264,717-531-5409,,N,Approved,N,,,,N
2,PAHE,TX1,Transplant Hospital,Penn State Milton S Hershey Medical Center,500 University Drive,,Hershey,PA,17033,717-531-7459,,https://www.pennstatehealth.org/,Y,Approved,N,HR,,,N
2,PAHH,IT1,Hospital Based Lab,UPMC Pinnacle HLA Laboratory,205 South Front Street,Brady 7,Harrisburg,PA,17104,717-231-8855,717-231-8857,,N,Approved,N,,,,N
2,PAHH,TX1,Transplant Hospital,Pinnacle Health System at Harrisburg Hospital,111 South Front Street,,Harrisburg,PA,17101-8099,717-231-8700,,https://www.upmc.com/services/south-central-pa/transplant,Y,Approved,N,KI,KI,,N
2,PALN,TT1,Independent Lab,Eurofins Donor & Product Testing (Pennsylvania),401 North 3rd Street,,Philadelphia,PA,19123,720-528-4774,,https://www.eurofinsus.com/vrl,Y,Approved,N,,,,N
2,PALV,IT1,Hospital Based Lab,HLA Lab at Lehigh Valley Hospital,,Cedar Crest and I-78,Allentown,PA,18103,610-402-8014,610-402-1688,,N,Approved,N,,,,N
2,PALV,TX1,Transplant Hospital,Lehigh Valley Hospital,1200 S. Cedar Crest Boulevard,,Allentown,PA,18103,610-402-8000,,https://www.lvhn.org,Y,Approved,N,"KI, LI, PA",KI,,N
2,PAPH,TX1,Transplant Hospital,UPMC Hamot,201 State Street,,Erie,PA,16550,814-877-6000,814-877-5696,http://www.upmc.com/,Y,Approved,N,KI,KI,,N
2,PAPT,IT1,Hospital Based Lab,"University of Pittsburgh Medical Center, Histocompatibility Laboratory, Pre",UPMC Clinical Laboratory Building 3477 E,,Pittsburgh,PA,15213,412-647-6152,412-647-1755,,N,Approved,N,,,,N
2,PAPT,TX1,Transplant Hospital,University of Pittsburgh Medical Center,200 Lothrop Street,,Pittsburgh,PA,15213-2582,800-430-8834,,http://www.upmc.com/Services/transplant/Pages/default.aspx,Y,Approved,N,"HL, HR, IN, KI, LI, LU, PA","KI, LI",LU,N
2,PASC,TX1,Transplant Hospital,St. Christopher's Hospital for Children,160 East Erie Ave,,Philadelphia,PA,19134-1095,215-427-5000,,http://www.stchristophershospital.com/,Y,Approved,N,KI,,KI,Y
2,PATF,OP1,Independent OPO,Center for Organ Recovery and Education,204 Sigma Drive,RIDC Park,Pittsburgh,PA,15238-2825,412-963-3550,412-963-3563,http://www.core.org,Y,Approved,N,,,,N
2,PATJ,IT1,Hospital Based Lab,Immunogenetics and Tissue Typing Lab at Thomas Jefferson Univ. Hospital,111 S. 11th Street,Suite 8245 G,Philadelphia,PA,19107-5098,215-955-6564,215-923-8793,,N,Approved,N,,,,N
2,PATJ,TX1,Transplant Hospital,Thomas Jefferson University Hospital,111 South 11th Street,,Philadelphia,PA,19107,215-955-6000,,http://www.jeffersonhospital.org/,Y,Approved,N,"HL, HR, KI, LI, LU, PA","KI, LI",PA,N
2,PATU,IT1,Hospital Based Lab,Temple University Hospital Immunogenetics Laboratory,3401 N Broad Street,,Philadelphia,PA,19140,215-707-6959,215-707-2053,,N,Approved,N,,,,N
2,PATU,TX1,Transplant Hospital,Temple University Hospital,3401 North Broad Street,,Philadelphia,PA,19140,215-707-2000,,https://www.templehealth.org/services/transplant,Y,Approved,N,"HL, HR, KI, LI, LU, PA",KI,,N
2,PAUP,IT1,Hospital Based Lab,Immunology Laboratory at the University of Pennsylvania,3400 Spruce Street,,Philadelphia,PA,19104,215-662-6010,215-662-3538,,N,Approved,N,,,,N
2,PAUP,TX1,Transplant Hospital,Hospital of the University of Pennsylvania,3400 Spruce Street,,Philadelphia,PA,19104,215-662-4000,,https://www.pennmedicine.org/,Y,Approved,N,"HL, HR, KI, LI, LU, PA, PI, UE, UT","KI, LI, UT",,N
2,PAVA,TX1,Transplant Hospital,VA Pittsburgh Healthcare System,1 University Drive C,,Pittsburgh,PA,15240,412-360-6155,,https://www.va.gov/pittsburgh-health-care/,Y,Approved,Y,"KI, LI",KI,,N
2,POAN,PUO,Medical/Scientific Organization,American Nephrology Nurses Association,East Holly Avenue,Box 56,Pitman,NJ,08071-0056,856-256-2320,856-589-7463,http://www.annanurse.org/,Y,Approved,N,,,,N
2,POAO,PUO,Medical/Scientific Organization,Association of Organ Procurement Organizations,8300 Greensboro Drive #L1-620,,McLean,VA,22102,703-556-4242,703-556-4852,http://www.aopo.org,Y,Approved,N,,,,N
2,POAS,PUO,Medical/Scientific Organization,American Society For Histocompatibility and Immunogenetics,1120 Route 73,Suite 200,Mt. Laurel,NJ,08054,856-439-0500,,http://www.ashi-hla.org,Y,Approved,N,,,,N
2,POEB,PUO,Medical/Scientific Organization,Eye Bank Association of America,1101 17th Street NW Suite 400,,Washington,DC,20036,202-775-4999,202-429-6036,http://www.restoresight.org,Y,Approved,N,,,,N
7,POPD,PUO,Medical/Scientific Organization,American Academy of Pediatrics,345 Park Boulevard,,Itasca,IL,60143,630-626-6669,847-434-8000,http://www.aap.org,Y,Approved,N,,,,N
11,POSE,PUO,Medical/Scientific Organization,American Foundation for Donation & Transplantation,8154 Forest Hill Avenue,Suite 3,Richmond,VA,23235-3255,804-323-9890,804-323-1300,https://www.afdt.org/,Y,Approved,N,,,,N
10,POTA,PUO,Medical/Scientific Organization,Society for Advancement of Transplant Anesthesia,3757 Indianola Avenue,,Columbus,OH,43214,614-784-9772,614-784-9771,https://www.transplantanesthesia.org,Y,Approved,N,,,,N
2,POTC,PUO,Medical/Scientific Organization,"NATCO, The Organization for Transplant Professionals",12820 Rose Grove Drive,,Oak Hill,VA,20171,703-483-9820,703-879-7544,http://www.natco1.org,Y,Approved,N,,,,N
2,POTN,PUO,Medical/Scientific Organization,International Transplant Nurses Society,"4401 Penn Ave, Suite 6400",,Pittsburgh,PA,15224,412-692-8632,,http://www.itns.org/,Y,Approved,N,,,,N
2,POTP,PUO,Medical/Scientific Organization,American Society of Transplantation,1000 Atrium Way Suite 400,,Mount Laurel Townshi,NJ,08054,856-439-9986,856-581-9604,http://www.myast.org,Y,Interim Approval-Pending BOD Action,N,,,,N
2,POTS,PUO,Medical/Scientific Organization,American Society of Transplant Surgeons,1401 South Clark Street Suite 1120,,Arlington,VA,22202,703-414-7870,703-414-7874,http://www.asts.org,Y,Approved,N,,,,N
3,PRCC,TX1,Transplant Hospital,Cardiovascular Center of Puerto Rico and the Caribbean,Avenida Américo Miranda Esq. Centro Médi,,San Juan,PR,00936,787-754-8500,,http://www.cardiovascular.pr.gov/,Y,Approved,N,HR,,,N
3,PRLL,OP1,Independent OPO,LifeLink of Puerto Rico,"Calle 1, #1 Metro Office Park",Suite 100,Guaynabo,PR,00968,787-277-0900,787-277-0876,http://www.lifelinkfound.org,Y,Approved,N,,,,N
3,PRSJ,IT1,Hospital Based Lab,Immunogenetics Laboratory at Auxilo Mutuo Hospital,Ponce De Leon Avenue,,Hato Rey,PR,00919-1227,787-758-2000,787-766-4038,,N,Approved,N,,,,N
3,PRSJ,TX1,Transplant Hospital,Auxilio Mutuo Hospital,Ponce De Leon Avenue Stop 37½,,Hato Rey,PR,00919-1227,787-758-2000,787-771-7951,http://www.auxilio.com,Y,Approved,N,"KI, LI, PA",KI,"KI, LI",N
1,RIRH,TX1,Transplant Hospital,Rhode Island Hospital,593 Eddy Street,,Providence,RI,02903-4970,401-444-4000,,https://www.lifespan.org,Y,Approved,N,KI,KI,KI,N
11,SCCH,TX1,Transplant Hospital,MUSC Children's Hospital,10 McClennan Banks Drive,,Charleston,SC,29425,843-792-5097,843-792-2300,https://musckids.org/,Y,Approved,N,"HR, KI, LI",,"HR, KI, LI",Y
11,SCLA,TX1,Transplant Hospital,MUSC Lancaster,800 West Meeting Street,,Lancaster,SC,29720,803-286-1481,803-286-1367,https://muschealth.org/locations/lancaster-medical-center,Y,Approved,N,KI,KI,,N
11,SCMU,IT1,Hospital Based Lab,Tissue Typing Laboratory at the Medical University of South Carolina,171 Ashley Avenue,,Charleston,SC,29425-0777,843-792-4311,843-792-0540,,N,Approved,N,,,,N
11,SCMU,TX1,Transplant Hospital,Medical University of South Carolina,171 Ashley Avenue,,Charleston,SC,29425-0777,843-792-5097,,https://web.musc.edu/,Y,Approved,N,"HL, HR, KI, LI, LU, PA","KI, LI","KI, LI, LU",N
11,SCOP,OP1,Independent OPO,We Are Sharing Hope SC,2215 Henry Tecklenburg Drive,,Charleston,SC,29414,843-763-7755,843-763-6393,http://www.SharingHopeSC.org,Y,Approved,N,,,,N
11,SCPG,TX1,Transplant Hospital,Prisma Health Greenville Memorial Hospital,701 Grove Road,,Greenville,SC,29605,864-455-7000,864-455-1775,https://prismahealth.org/hospitals/prisma-health-greenville-memorial-hospital,Y,Approved,N,"KI, LI, PA",KI,,N
11,SCVA,TX1,Transplant Hospital,Ralph H. Johnson Veterans Affairs Health Care System,109 Bee Street,,Charleston,SC,29401,843-789-7330,,,Y,Approved,N,KI,,,N
7,SDMK,IT1,Hospital Based Lab,Avera McKennan Laboratory,1301 South Cliff Avenue Plaza 2,,Sioux Falls,SD,57117,605-322-7239,605-322-7150,,N,Approved,N,,,,N
7,SDMK,TX1,Transplant Hospital,Avera McKennan Hospital,1325 South Cliff Avenue,,Sioux Falls,SD,57105,605-322-7350,605-322-7365,http://www.averamckennan.org/amck/specialtyclinics/transplantinst/index.aspx,Y,Approved,N,"KI, PA",KI,,N
7,SDSV,TX1,Transplant Hospital,Sanford Health/USD Medical Center,1305 West 18th Street,,Sioux Falls,SD,57117,605-328-9290,605-328-9291,http://www.sanfordhealth.org,Y,Approved,N,KI,KI,,N
11,TNBM,TX1,Transplant Hospital,Baptist Memorial Hospital,6019 Walnut Grove Road,,Memphis,TN,38120-2113,901-226-2000,901-226-2010,https://www.baptistonline.org/locations/memphis,Y,Approved,N,HR,,,N
11,TNDL,TT1,Independent Lab,DCI Laboratory - Nashville,"2222 Rosa L Parks Boulevard, Suite 170",,Nashville,TN,37228,615-321-0212,615-321-4880,,Y,Approved,N,,,,N
11,TNDS,OP1,Independent OPO,Tennessee Donor Services,566 Mainstream Drive,,Nashville,TN,37228,615-234-5251,615-320-1655,https://www.dcids.org/,Y,Approved,N,,,,N
11,TNEM,TX1,Transplant Hospital,Erlanger Medical Center,975 East 3rd Street,,Chattanooga,TN,37403,423-778-7000,,http://www.erlanger.org,Y,Approved,N,KI,KI,,N
11,TNLB,TX1,Transplant Hospital,Le Bonheur Children's Medical Center,50 N Dunlap,,Memphis,TN,38103,901-287-5437,,http://www.lebonheur.org,Y,Approved,N,"HR, KI, LI",,"HR, KI, LI",Y
11,TNMH,TX1,Transplant Hospital,Methodist University Hospital,1265 Union Avenue,,Memphis,TN,38104,901-516-9183,,http://www.methodisthealth.org,Y,Approved,N,"KI, LI, PA",KI,"KI, LI",N
11,TNML,TT1,Independent Lab,Mid-South Transplant Foundation Histocompatibility Laboratory,8001 Centerview Parkway,Suite 302,Memphis,TN,38108,901-328-4438,901-328-4462,http://www.midsouthtransplant.org,Y,Approved,N,,,,N
11,TNMS,OP1,Independent OPO,Mid-South Transplant Foundation,8001 Centerview Parkway,Suite 302,Cordova,TN,38018,901-328-4438,901-328-4462,http://www.midsouthtransplant.org,Y,Approved,N,,,,N
11,TNST,TX1,Transplant Hospital,Saint Thomas Hospital,4220 Harding Pike,,Nashville,TN,37205,615-222-2111,,https://healthcare.ascension.org/locations/tennessee/tnnas/nashville-ascension-saint-thomas-hospital-midtown,Y,Approved,N,"HR, KI",KI,,N
11,TNUK,TX1,Transplant Hospital,University of Tennessee Medical Center at Knoxville,1924 Alcoa Hwy,,Knoxville,TN,37920,865-305-9000,865-305-9128,http://www.utmedicalcenter.org/,Y,Approved,N,KI,KI,,N
11,TNVM,IT1,Hospital Based Lab,"Histocompatibility and Immunogenetic Laboratory, VML, VUMC","445 Great Circle Road, Suite 1316",,Nashville,TN,37228,,,https://www.vumc.org/vanderbilt-medical-labs/home,N,Approved,N,,,,N
11,TNVU,TX1,Transplant Hospital,Vanderbilt University Medical Center,1211 Medical Center Drive,,Nashville,TN,37232,615-936-0388,,https://search.vanderbilthealth.com/locations/vanderbilt-university-medical-center,Y,Approved,N,"HL, HN, HR, KI, LI, LU, PA","KI, LI","HR, KI, LI, LU, PA",N
4,TXAS,TX1,Transplant Hospital,Baylor  Scott and White All Saints Medical Center-Fort Worth,1400 Eighth Avenue,,Fort Worth,TX,76104,817-922-4650,,http://www.baylorhealth.com/PhysiciansLocations/AllSaints/SpecialtiesServices/Transplant/Pages/Default.aspx?cmpid=r_FortWorthTransplant,Y,Approved,N,"KI, LI, PA, PI",KI,,N
4,TXBC,TX1,Transplant Hospital,"University Hospital, University of Texas Health Science Center",4502 Medical Drive,,San Antonio,TX,78229-4493,210-358-4000,,http://www.universitytransplantcenter.com/,Y,Approved,N,"KI, LI, LU","KI, LI",LU,N
4,TXBL,TT1,Independent Lab,Immune Evaluation Lab-Baylor College of Medicine,6501 Fannin Street,NA-404,Houston,TX,77030,713-798-3088,713-798-5576,http://www.debakeydepartmentofsurgery.org,Y,Approved,N,,,,N
4,TXCF,TX1,Transplant Hospital,Cook Children's Medical Center,801 7th Avenue,,Fort Worth,TX,76104,682-885-4000,,http://www.cookchildrens.org,Y,Approved,N,"HR, KI",,"HR, KI",Y
4,TXCM,TX1,Transplant Hospital,Children's Medical Center of Dallas,1935 Medical District Drive,,Dallas,TX,75235,214-456-7000,,http://www.childrens.com,Y,Approved,N,"HR, KI, LI, PA",,"HR, KI, LI, PA",Y
4,TXCT,TX1,Transplant Hospital,Seton Medical Center Austin,1201 West 38th Street,,Austin,TX,78705-1056,512-681-0500,512-681-0501,https://healthcare.ascension.org/Locations/Texas/TXAUS/Austin-Ascension-Seton-Medical-Center-Austin,Y,Approved,N,HR,,,N
4,TXDC,TX1,Transplant Hospital,Driscoll Children's Hospital,3533 South Alameda Street,,Corpus Christi,TX,78411,361-694-5600,,http://www.driscollchildrens.org/,Y,Approved,N,KI,KI,KI,Y
4,TXDL,TX1,Transplant Hospital,Dell Children's Medical Center,4900 Mueller Boulevard,,Austin,TX,78723,512-324-5942,512-324-5941,https://www.dellchildrens.net/,Y,Approved,N,HR,,HR,Y
4,TXDM,TX1,Transplant Hospital,North Austin Medical Center,12221 Mopac Expressway North,,Austin,TX,78758,512-901-1000,,http://www.northaustin.com,Y,Approved,N,KI,KI,,N
4,TXDR,TX1,Transplant Hospital,Doctor's Hospital at Renaissance,5501 South McColl Road,,Edinburg,TX,78539,956-362-8677,956-362-2420,https://www.dhrhealth.com/services/transplant,Y,Approved,N,KI,KI,,N
4,TXDS,TX1,Transplant Hospital,Dell Seton Medical Center at The University of Texas at Austin,1500 Red River Street,,Austin,TX,78701,512-324-7000,833-340-0748,https://healthcare.ascension.org/locations/texas/txaus/austin-dell-seton-medical-center-at-the-university-of-texas,Y,Approved,N,"KI, PA",KI,,N
4,TXFW,TX1,Transplant Hospital,Texas Health Harris Methodist Fort Worth Hospital,1301 Pennsylvania Avenue,,Fort Worth,TX,76104,817-250-2000,,https://www.texashealth.org/en/Locations/texas-health-fort-worth,Y,Approved,N,KI,KI,,N
4,TXGC,OP1,Independent OPO,LifeGift Organ Donation Center,2510 Westridge Street,,Houston,TX,77054,713-523-4438,713-737-8100,http://www.lifegift.org,Y,Approved,N,,,,N
4,TXHD,TX1,Transplant Hospital,Medical City Dallas Hospital,7777 Forest Lane,,Dallas,TX,75230-2505,972-566-7199,,http://www.medicalcityhospital.com,Y,Approved,N,"HR, KI, LI, PA",KI,KI,N
4,TXHH,TX1,Transplant Hospital,"Memorial Hermann Hospital, University of Texas at Houston",6411 Fannin,,Houston,TX,77030,713-704-4000,,https://www.memorialhermann.org/services/specialties/transplant,Y,Approved,N,"HL, HR, KI, LI, LU, PA",KI,"HR, KI, LI",N
4,TXHI,TX1,Transplant Hospital,CHI St. Luke's Health Baylor College of Medicine Medical Center,6720 Bertner Avenue,,Houston,TX,77030,713-785-8537,,https://www.chistlukeshealth.org/,Y,Approved,N,"HL, HR, KI, LI, LU",KI,LU,N
4,TXHS,TX1,Transplant Hospital,Methodist Specialty and Transplant Hospital,8026 Floyd Curl Drive,,San Antonio,TX,78229,210-575-8110,,http://www.texastransplant.org,Y,Approved,N,"HL, HR, KI, LI, LU, PA",KI,,N
4,TXJS,IT1,Hospital Based Lab,Tissue Antigen Laboratory at UT Galveston,301 University Boulevard,,Galveston,TX,77555-0536,409-747-9550,409-747-9555,,N,Approved,N,,,,N
4,TXJS,TX1,Transplant Hospital,University of Texas Medical Branch at Galveston,301 University Boulevard,,Galveston,TX,77555,409-772-1011,,https://www.utmb.edu/,Y,Approved,N,"HR, KI, PA",KI,,N
4,TXLM,TX1,Transplant Hospital,Covenant Medical Center,3615 - 19th Street,,Lubbock,TX,79410,806-725-0000,806-723-7188,http://www.covenanthealth.org,Y,Approved,N,KI,,,N
4,TXLP,IT1,Hospital Based Lab,Histo & Immunogenetics Lab at Las Palmas Medical Center,,Suite 650,El Paso,TX,79902,915-264-7817,915-599-4383,,N,Approved,N,,,,N
4,TXLP,TX1,Transplant Hospital,Las Palmas Medical Center,1801 North Oregon Street,,El Paso,TX,79902,915-264-7800,915-599-4381,https://laspalmasdelsolhealthcare.com/service/transplant,Y,Approved,N,KI,KI,,N
4,TXMC,IT1,Hospital Based Lab,Transplant Immunology Laboratory at Methodist Dallas Medical Center,1441 N. Beckley,,Dallas,TX,75203-1201,214-947-3540,214-947-3549,,N,Approved,N,,,,N
4,TXMC,TX1,Transplant Hospital,Methodist Dallas Medical Center,1441 North Beckley Avenue,,Dallas,TX,75203-1201,214-947-1800,,https://www.methodisthealthsystem.org/medical-services/transplant/,Y,Approved,N,"KI, LI, PA",KI,,N
4,TXMH,IT1,Hospital Based Lab,Histocompatibility and Immunology Lab at Methodist Hospital,6565 Fannin Street,,Houston,TX,77030,713-790-2156,,,N,Approved,N,,,,N
4,TXMH,TX1,Transplant Hospital,Houston Methodist Hospital,6565 Fannin Street,,Houston,TX,77030-2707,713-394-6000,,https://www.houstonmethodist.org/,Y,Approved,N,"HL, HR, KI, LI, LU, PA","KI, LI",,N
4,TXMS,TT1,Independent Lab,Texas Medical Specialty,7777 Forest Lane,Building C Suite 768,Dallas,TX,75230,972-566-5761,972-566-7720,http://www.texasmedicalspecialty.com,Y,Approved,N,,,,N
4,TXPL,TX1,Transplant Hospital,Medical City Fort Worth,909 9th Avenue,,Fort Worth,TX,76104,817-834-8500,,http://plazamedicalcenter.com,Y,Approved,N,"KI, PA",KI,,N
4,TXPM,TX1,Transplant Hospital,Parkland Health and Hospital System,5200 Harry Hines Boulevard,,Dallas,TX,75235,214-590-8000,214-266-9866,http://www.parklandhospital.com/,Y,Approved,N,KI,,,N
4,TXSA,OP1,Independent OPO,Texas Organ Sharing Alliance,5051 Hamilton Wolfe Road,,San Antonio,TX,78229,210-614-7030,210-614-2129,http://www.txorgansharing.org,Y,Approved,N,,,,N
4,TXSB,OP1,Independent OPO,Southwest Transplant Alliance,8190 Manderville Lane,,Dallas,TX,75231,214-522-0255,214-522-0430,http://www.organ.org,Y,Approved,N,,,,N
4,TXSB,TT1,Independent Lab,Southwest Transplant Alliance Lab,8190 Manderville Lane,,Dallas,TX,75231,214-522-0255,,,Y,Approved,N,,,,N
4,TXSI,TT1,Independent Lab,Southwest Immunodiagnostics,8122 Datapoint Drive,Suite 912,San Antonio,TX,78229,210-614-3703,210-614-3707,,Y,Approved,N,,,,N
4,TXSP,IT1,Hospital Based Lab,UT Southwestern Histocompatibility Laboratory,2330 Inwood Road,Suite EB3.230,Dallas,TX,75390-8886,214-648-0900,,,N,Approved,N,,,,N
4,TXSP,TX1,Transplant Hospital,UT Southwestern Medical Center/William P. Clements Jr. University Hospital,6201 Harry Hines Boulevard,,Dallas,TX,75390,214-633-5555,214-645-1901,https://utswmed.org/locations/clements/william-p-clements-jr-university-hospital/,Y,Approved,N,"HL, HR, KI, LI, LU, PA","KI, LI",LU,N
4,TXSR,TT1,Independent Lab,Histocompatibility and Immunogenetics Lab/University Health System,4502 Medical Drive,,San Antonio,TX,78229,210-358-0760,210-358-0777,,Y,Approved,N,,,,N
4,TXSW,IT1,Hospital Based Lab,Histocompatibility Laboratory at Scott and White Memorial Hospital,2401 South 31st Street,,Temple,TX,76508,254-724-3905,254-724-8437,,N,Approved,N,,,,N
4,TXSW,TX1,Transplant Hospital,Scott and White Memorial Hospital,2401 S 31st Street,,Temple,TX,76508,254-724-2111,,http://www.sw.org,Y,Approved,N,"HR, KI, PA",KI,,N
4,TXTC,TX1,Transplant Hospital,Texas Children's Hospital,6621 Fannin Street,,Houston,TX,77030,832-824-1000,,http://www.texaschildrens.org,Y,Approved,N,"HL, HR, KI, LI, LU, UT","LI, UT","HR, KI, LI, LU",Y
4,TXTH,TT1,Independent Lab,Memorial Hermann-Texas Medical Center,6411 Fannin St. R1-305,,Houston,TX,77030,713-704-2721,713-704-2753,http://www.memorialhermann.org/transplant,Y,Approved,N,,,,N
4,TXTX,IT1,Hospital Based Lab,Transplant Immunology Laboratory at Baylor University Medical Center,3500 Gaston Avenue,,Dallas,TX,75246,214-820-2119,214-820-6384,,N,Approved,N,,,,N
4,TXTX,TX1,Transplant Hospital,Baylor University Medical Center,3410 Worth Street,Suite 950,Dallas,TX,75246,214-820-2050,,https://www.bswhealth.com/specialties/transplant,Y,Approved,N,"HL, HR, KI, LI, LU, PA, PI, UT","KI, LI, UT",LU,N
4,TXUC,TX1,Transplant Hospital,University Children's Health,4502 Medical Drive,,San Antonio,TX,78229,210-567-5777,210-720-4149,https://www.universityhealthsystem.com/,Y,Approved,N,"KI, LI",,"KI, LI",Y
4,TXVA,TX1,Transplant Hospital,Michael E. DeBakey VA Medical Center,2002 Holcombe Boulevard,,Houston,TX,77030,713-791-1414,713-794-7352,https://www.houston.va.gov/,Y,Approved,Y,"HR, KI, LI",KI,,N
5,UTLD,TX1,Transplant Hospital,Intermountain Medical Center,5121 South Cottonwood Street,,Murray,UT,84107,801-507-7000,,https://intermountainhealthcare.org/locations/intermountain-medical-center/medical-services/transplant-services/,Y,Approved,N,"HR, KI, LI, PA","KI, LI",,N
5,UTMC,IT1,Hospital Based Lab,Histocompatibility and Immunogenetics Laboratory at the University of Utah,"417 Wakara Way, Suite 3220",,Salt Lake City,UT,84108,801-581-3116,801-585-3670,http://uuhsc.utah.edu/hlalab/index.html,N,Approved,N,,,,N
5,UTMC,TX1,Transplant Hospital,University of Utah Medical Center,50 North Medical Drive,,Salt Lake City,UT,84132,801-581-2121,,http://healthcare.utah.edu/transplant/,Y,Approved,N,"HL, HR, KI, LI, LU, PA",KI,,N
5,UTOP,OP1,Independent OPO,DonorConnect,"6065 Fashion Blvd, Ste 125",,Murray,UT,84107,801-521-1755,801-364-8815,http://www.donorconnect.life,Y,Approved,N,,,,N
5,UTPC,TX1,Transplant Hospital,Primary Children's Hospital,100 North Mario Capecchi Drive,,Salt Lake City,UT,84113-1100,801-662-1000,801-662-5404,http://www.primarychildrens.org,Y,Approved,N,"HR, KI, LI","KI, LI","HR, KI, LI",Y
11,VACH,TX1,Transplant Hospital,Children's Hospital of the King's Daughters,601 Children's Lane,,Norfolk,VA,23507,757-668-7000,,http://www.chkd.org/,Y,Approved,N,KI,,KI,Y
2,VAFH,TX1,Transplant Hospital,Inova Fairfax Hospital,3300 Gallows Road,,Falls Church,VA,22042,703-776-4001,,http://www.inova.com,Y,Approved,N,"HL, HR, KI, LU, PA",KI,"HR, LU",N
11,VAHD,TX1,Transplant Hospital,Henrico Doctors' Hospital,1602 Skipwith Road,,Richmond,VA,23229,804-289-4500,,http://www.henricodoctors.com,Y,Approved,N,KI,KI,,N
11,VAMC,IT1,Hospital Based Lab,VCU Medical Center Histocompatibility and Immunogenetics Laboratory,757 North 5th Street Suite 100,,Richmond,VA,23219,804-828-9543,804-828-9577,,N,Approved,N,,,,N
11,VAMC,TX1,Transplant Hospital,"VCU Health System Authority, VCUMC",1250 East Marshall Street,,Richmond,VA,23298,804-828-9000,,http://www.vcuhealth.org,Y,Approved,N,"HL, HR, KI, LI, LU, PA, PI","KI, LI",KI,N
11,VAMV,TX1,Transplant Hospital,Hunter Holmes McGuire Veterans Administration Medical Center,1201 Broad Rock Boulevard,,Richmond,VA,23249-0001,804-675-5000,,https://www.richmond.va.gov/,Y,Approved,Y,HR,,,N
11,VANG,IT1,Hospital Based Lab,HLA Immunology Laboratory at Sentara Norfolk General Hospital,600 Gresham Drive,,Norfolk,VA,23507,757-388-3114,757-388-3277,,N,Approved,N,,,,N
11,VANG,TX1,Transplant Hospital,Sentara Norfolk General Hospital,600 Gresham Drive,,Norfolk,VA,23507,757-388-3000,,http://www.sentara.com/transplant,Y,Approved,N,"HR, KI, PA",KI,,N
11,VATB,OP1,Independent OPO,LifeNet Health,1864 Concert Drive,,Virginia Beach,VA,23453,757-464-4761,757-301-6582,http://www.lifenethealth.org,Y,Approved,N,,,,N
11,VAUV,IT1,Hospital Based Lab,Tissue Typing Laboratory at The University of Virginia HSC,Town Center Four   994 Research Park Bou,,Charlottesville,VA,22911,434-924-5086,434-982-4147,,N,Approved,N,,,,N
11,VAUV,TX1,Transplant Hospital,University of Virginia Health Sciences Center,1215 Lee Street,,Charlottesville,VA,22908,434-924-8604,,http://uvahealth.com/services/transplant-services,Y,Approved,N,"HL, HR, KI, LI, LU, PA, PI","KI, LI","HR, KI, LI",N
5,VPFA,PUV,Public Organization,Transplant Families,Transplant Families 24654 North Lake Ple,,Peoria,AZ,85383,,,https://transplantfamilies.org,Y,Approved,N,,,,N
9,VPHR,PUV,Public Organization,New York Cardiothoracic Transplant Consortium,250 Jordan Road,,Troy,NY,12180,518-533-7876,,http://nycardiothoracic.org/,Y,Approved,N,,,,N
9,VPKI,PUV,Public Organization,"New York Center for Kidney Transplantation, Inc",P.O. Box 333,,Lake Grove,NY,11755,631-371-9810,,https://nykidney.org/,Y,Approved,N,,,,N
10,VPKK,PUV,Public Organization,Kidneys for Kids,1321 Broadway Street Suite 300,,Bay City,MI,48708,989-493-6111,,,Y,Approved,N,,,,N
4,VPLB,PUV,Public Organization,The Living Bank,4545 Post Oak Place Drive,,Houston,TX,77027,7139619431,,,Y,Approved,N,,,,N
11,VPMA,PUV,Public Organization,Association for Multicultural Affairs in Transplantation,10825 Midlothian Turnpike Suite 201R,,Richmond,VA,23235,844-654-2628,,https://www.amat1.org/,Y,Approved,N,,,,N
